seqname,source,feature,HP_number,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame,attribute
.,forsyth,gene,HP0873,924254,924466,hypothetical protein,212,7810,.,-,.,gene=HP0873;Putative_Id=hypothetical protein;Orf_Size=212;Prot_Size(est)=7810.0
.,forsyth,gene,HP0874,924554,925426,hypothetical protein,872,32010,.,-,.,gene=HP0874;Putative_Id=hypothetical protein;Orf_Size=872;Prot_Size(est)=32010.0
.,forsyth,gene,HP0875,925574,927088,catalase {Helicobacter pylori},1514,55550,.,-,.,gene=HP0875;Putative_Id=catalase {Helicobacter pylori};Orf_Size=1514;Prot_Size(est)=55550.0
.,forsyth,gene,HP0876,927411,929783,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},2372,87010,.,+,.,gene=HP0876;Putative_Id=iron-regulated outer membrane protein (frpB) {Neisseria meningitidis};Orf_Size=2372;Prot_Size(est)=87010.0
.,forsyth,gene,HP0877,929790,930260,Holliday junction endodeoxyribonuclease (ruvC) {Escherichia coli},470,17270,.,-,.,gene=HP0877;Putative_Id=Holliday junction endodeoxyribonuclease (ruvC) {Escherichia coli};Orf_Size=470;Prot_Size(est)=17270.0
.,forsyth,gene,HP0878,930391,930561,hypothetical protein,170,6270,.,+,.,gene=HP0878;Putative_Id=hypothetical protein;Orf_Size=170;Prot_Size(est)=6270.0
.,forsyth,gene,HP0879,930515,931120,hypothetical protein,605,22220,.,+,.,gene=HP0879;Putative_Id=hypothetical protein;Orf_Size=605;Prot_Size(est)=22220.0
.,forsyth,gene,HP0880,931606,932025,hypothetical protein,419,15400,.,-,.,gene=HP0880;Putative_Id=hypothetical protein;Orf_Size=419;Prot_Size(est)=15400.0
.,forsyth,gene,HP0881,932036,932128,hypothetical protein,92,3410,.,-,.,gene=HP0881;Putative_Id=hypothetical protein;Orf_Size=92;Prot_Size(est)=3410.0
.,forsyth,gene,HP0882,932436,932789,hypothetical protein,353,12980,.,-,.,gene=HP0882;Putative_Id=hypothetical protein;Orf_Size=353;Prot_Size(est)=12980.0
.,forsyth,gene,HP0883,932821,933369,Holliday junction DNA helicase (ruvA) {Haemophilus influenzae},548,20130,.,-,.,gene=HP0883;Putative_Id=Holliday junction DNA helicase (ruvA) {Haemophilus influenzae};Orf_Size=548;Prot_Size(est)=20130.0
.,forsyth,gene,HP0884,933398,935239,hypothetical protein,1841,67540,.,-,.,gene=HP0884;Putative_Id=hypothetical protein;Orf_Size=1841;Prot_Size(est)=67540.0
.,forsyth,gene,HP0885,935407,936789,virulence factor mviN protein (mviN) {Haemophilus influenzae},1382,50710,.,+,.,gene=HP0885;Putative_Id=virulence factor mviN protein (mviN) {Haemophilus influenzae};Orf_Size=1382;Prot_Size(est)=50710.0
.,forsyth,gene,HP0886,936793,938187,cysteinyl-tRNA synthetase (cysS) {Helicobacter pylori},1394,51150,.,+,.,gene=HP0886;Putative_Id=cysteinyl-tRNA synthetase (cysS) {Helicobacter pylori};Orf_Size=1394;Prot_Size(est)=51150.0
.,forsyth,gene,HP0887,938415,942284,vacuolating cytotoxin {Helicobacter pylori},3869,141900,.,+,.,gene=HP0887;Putative_Id=vacuolating cytotoxin {Helicobacter pylori};Orf_Size=3869;Prot_Size(est)=141900.0
.,forsyth,gene,HP0888,942350,943114,"iron(III) dicitrate ABC transporter, ATP-binding protein (fecE) {Escherichia coli}",764,28050,.,-,.,"gene=HP0888;Putative_Id=iron(III) dicitrate ABC transporter, ATP-binding protein (fecE) {Escherichia coli};Orf_Size=764;Prot_Size(est)=28050.0"
.,forsyth,gene,HP0889,943117,944094,"iron(III) dicitrate ABC transporter, permease protein (fecD)  {Escherichia coli}",977,35860,.,-,.,"gene=HP0889;Putative_Id=iron(III) dicitrate ABC transporter, permease protein (fecD)  {Escherichia coli};Orf_Size=977;Prot_Size(est)=35860.0"
.,forsyth,gene,HP0890,944090,944857,conserved hypothetical protein {Escherichia coli},767,28160,.,-,.,gene=HP0890;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=767;Prot_Size(est)=28160.0
.,forsyth,gene,HP0891,945075,945596,conserved hypothetical protein {Bacillus subtilis},521,19140,.,+,.,gene=HP0891;Putative_Id=conserved hypothetical protein {Bacillus subtilis};Orf_Size=521;Prot_Size(est)=19140.0
.,forsyth,gene,HP0892,945694,945963,conserved hypothetical protein {Escherichia coli},269,9900,.,-,.,gene=HP0892;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=269;Prot_Size(est)=9900.0
.,forsyth,gene,HP0893,945980,946264,hypothetical protein,284,10450,.,-,.,gene=HP0893;Putative_Id=hypothetical protein;Orf_Size=284;Prot_Size(est)=10450.0
.,forsyth,gene,HP0894,946348,946611,conserved hypothetical protein {Haemophilus influenzae},263,9680,.,-,.,gene=HP0894;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=263;Prot_Size(est)=9680.0
.,forsyth,gene,HP0895,946595,946969,hypothetical protein,374,13750,.,-,.,gene=HP0895;Putative_Id=hypothetical protein;Orf_Size=374;Prot_Size(est)=13750.0
.,forsyth,gene,HP0896,947583,949706,outer membrane protein (omp19),2123,77880,.,-,.,gene=HP0896;Putative_Id=outer membrane protein (omp19);Orf_Size=2123;Prot_Size(est)=77880.0
.,forsyth,gene,HP0897,950022,950645,hypothetical protein,623,22880,.,+,.,gene=HP0897;Putative_Id=hypothetical protein;Orf_Size=623;Prot_Size(est)=22880.0
.,forsyth,gene,HP0898,950743,951852,hydrogenase expression/formation protein (hypD) {Azotobacter chroococcum},1109,40700,.,-,.,gene=HP0898;Putative_Id=hydrogenase expression/formation protein (hypD) {Azotobacter chroococcum};Orf_Size=1109;Prot_Size(est)=40700.0
.,forsyth,gene,HP0899,951861,952091,hydrogenase expression/formation protein (hypC) {Methanococcus jannaschii},230,8470,.,-,.,gene=HP0899;Putative_Id=hydrogenase expression/formation protein (hypC) {Methanococcus jannaschii};Orf_Size=230;Prot_Size(est)=8470.0
.,forsyth,gene,HP0900,952094,952819,hydrogenase expression/formation protein (hypB) {Azotobacter chroococcum},725,26620,.,-,.,gene=HP0900;Putative_Id=hydrogenase expression/formation protein (hypB) {Azotobacter chroococcum};Orf_Size=725;Prot_Size(est)=26620.0
.,forsyth,gene,HP0901,952931,953053,hypothetical protein,122,4510,.,-,.,gene=HP0901;Putative_Id=hypothetical protein;Orf_Size=122;Prot_Size(est)=4510.0
.,forsyth,gene,HP0902,953067,953363,hypothetical protein,296,10890,.,-,.,gene=HP0902;Putative_Id=hypothetical protein;Orf_Size=296;Prot_Size(est)=10890.0
.,forsyth,gene,HP0903,953464,954661,acetate kinase (ackA) {Escherichia coli),1197,43926.66667,.,-,.,gene=HP0903;Putative_Id=acetate kinase (ackA) {Escherichia coli);Orf_Size=1197;Prot_Size(est)=43926.666666666664
.,forsyth,gene,HP0904,954682,955596,phosphate acetyltransferase (pta) {Escherichia coli},914,33550,.,-,.,gene=HP0904;Putative_Id=phosphate acetyltransferase (pta) {Escherichia coli};Orf_Size=914;Prot_Size(est)=33550.0
.,forsyth,gene,HP0905,955557,956225,phosphotransacetylase (pta) {Synechocystis sp.},668,24530,.,-,.,gene=HP0905;Putative_Id=phosphotransacetylase (pta) {Synechocystis sp.};Orf_Size=668;Prot_Size(est)=24530.0
.,forsyth,gene,HP0906,956485,958065,hypothetical protein,1580,57970,.,+,.,gene=HP0906;Putative_Id=hypothetical protein;Orf_Size=1580;Prot_Size(est)=57970.0
.,forsyth,gene,HP0907,958119,959021,"hook assembly protein, flagella (flgD) {Salmonella choleraesuis}",902,33110,.,+,.,"gene=HP0907;Putative_Id=hook assembly protein, flagella (flgD) {Salmonella choleraesuis};Orf_Size=902;Prot_Size(est)=33110.0"
.,forsyth,gene,HP0908,959021,960835,flagellar hook (flgE) {Helicobacter pylori},1814,66550,.,+,.,gene=HP0908;Putative_Id=flagellar hook (flgE) {Helicobacter pylori};Orf_Size=1814;Prot_Size(est)=66550.0
.,forsyth,gene,HP0909,960890,961492,hypothetical protein,602,22110,.,+,.,gene=HP0909;Putative_Id=hypothetical protein;Orf_Size=602;Prot_Size(est)=22110.0
.,forsyth,gene,HP0910,961488,962624,adenine specific DNA methyltransferase (HINDIIM) {Haemophilus influenzae},1136,41690,.,+,.,gene=HP0910;Putative_Id=adenine specific DNA methyltransferase (HINDIIM) {Haemophilus influenzae};Orf_Size=1136;Prot_Size(est)=41690.0
.,forsyth,gene,HP0911,962631,964655,"rep helicase, single-stranded DNA-dependent ATPase (rep) {Haemophilus influenzae}",2024,74250,.,+,.,"gene=HP0911;Putative_Id=rep helicase, single-stranded DNA-dependent ATPase (rep) {Haemophilus influenzae};Orf_Size=2024;Prot_Size(est)=74250.0"
.,forsyth,gene,HP0912,965177,966721,outer membrane protein (omp20),1544,56650,.,+,.,gene=HP0912;Putative_Id=outer membrane protein (omp20);Orf_Size=1544;Prot_Size(est)=56650.0
.,forsyth,gene,HP0913,966746,968332,outer membrane protein (omp21),1586,58190,.,+,.,gene=HP0913;Putative_Id=outer membrane protein (omp21);Orf_Size=1586;Prot_Size(est)=58190.0
.,forsyth,gene,HP0914,969241,970782,hypothetical protein,1541,56540,.,-,.,gene=HP0914;Putative_Id=hypothetical protein;Orf_Size=1541;Prot_Size(est)=56540.0
.,forsyth,gene,HP0915,971031,972716,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},1685,61820,.,-,.,gene=HP0915;Putative_Id=iron-regulated outer membrane protein (frpB) {Neisseria meningitidis};Orf_Size=1685;Prot_Size(est)=61820.0
.,forsyth,gene,HP0916,972719,973465,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},746,27390,.,-,.,gene=HP0916;Putative_Id=iron-regulated outer membrane protein (frpB) {Neisseria meningitidis};Orf_Size=746;Prot_Size(est)=27390.0
.,forsyth,gene,HP0917,973624,973692,hypothetical protein,68,2530,.,+,.,gene=HP0917;Putative_Id=hypothetical protein;Orf_Size=68;Prot_Size(est)=2530.0
.,forsyth,gene,HP0918,973728,974156,hypothetical protein,428,15730,.,-,.,gene=HP0918;Putative_Id=hypothetical protein;Orf_Size=428;Prot_Size(est)=15730.0
.,forsyth,gene,HP0919,974164,977418,carbamoyl-phosphate synthase (glutamine-hydrolysing) (pyrAb) {Bacillus caldolyticus},3254,119350,.,-,.,gene=HP0919;Putative_Id=carbamoyl-phosphate synthase (glutamine-hydrolysing) (pyrAb) {Bacillus caldolyticus};Orf_Size=3254;Prot_Size(est)=119350.0
.,forsyth,gene,HP0920,977520,978209,conserved hypothetical integral membrane protein {Escherichia coli},689,25300,.,-,.,gene=HP0920;Putative_Id=conserved hypothetical integral membrane protein {Escherichia coli};Orf_Size=689;Prot_Size(est)=25300.0
.,forsyth,gene,HP0921,978353,979348,glyceraldehyde-3-phosphate dehydrogenase (gap) {Bacillus megaterium},995,36520,.,+,.,gene=HP0921;Putative_Id=glyceraldehyde-3-phosphate dehydrogenase (gap) {Bacillus megaterium};Orf_Size=995;Prot_Size(est)=36520.0
.,forsyth,gene,HP0922,979432,987018,toxin-like outer membrane protein {Helicobacter pylori},7586,278190,.,+,.,gene=HP0922;Putative_Id=toxin-like outer membrane protein {Helicobacter pylori};Orf_Size=7586;Prot_Size(est)=278190.0
.,forsyth,gene,HP0923,987073,988179,outer membrane protein (omp22),1106,40590,.,+,.,gene=HP0923;Putative_Id=outer membrane protein (omp22);Orf_Size=1106;Prot_Size(est)=40590.0
.,forsyth,gene,HP0924,988245,988448,4-oxalocrotonate tautomerase (dmpI) {Pseudomonas putida},203,7480,.,-,.,gene=HP0924;Putative_Id=4-oxalocrotonate tautomerase (dmpI) {Pseudomonas putida};Orf_Size=203;Prot_Size(est)=7480.0
.,forsyth,gene,HP0925,988604,989182,recombinational DNA repair protein (recR) {Haemophilus influenzae},578,21230,.,+,.,gene=HP0925;Putative_Id=recombinational DNA repair protein (recR) {Haemophilus influenzae};Orf_Size=578;Prot_Size(est)=21230.0
.,forsyth,gene,HP0926,989182,990324,conserved hypothetical protein {Haemophilus influenzae},1142,41910,.,+,.,gene=HP0926;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=1142;Prot_Size(est)=41910.0
.,forsyth,gene,HP0927,990266,991243,heat shock protein (htpX) {Escherichia coli},977,35860,.,+,.,gene=HP0927;Putative_Id=heat shock protein (htpX) {Escherichia coli};Orf_Size=977;Prot_Size(est)=35860.0
.,forsyth,gene,HP0928,991247,991786,GTP cyclohydrolase I (folE) {Campylobacter jejuni},539,19800,.,+,.,gene=HP0928;Putative_Id=GTP cyclohydrolase I (folE) {Campylobacter jejuni};Orf_Size=539;Prot_Size(est)=19800.0
.,forsyth,gene,HP0929,991805,992713,geranyltranstransferase (ispA) {Haemophilus influenzae},908,33330,.,+,.,gene=HP0929;Putative_Id=geranyltranstransferase (ispA) {Haemophilus influenzae};Orf_Size=908;Prot_Size(est)=33330.0
.,forsyth,gene,HP0930,992713,993513,stationary-phase survival protein (surE) {Escherichia coli},800,29370,.,+,.,gene=HP0930;Putative_Id=stationary-phase survival protein (surE) {Escherichia coli};Orf_Size=800;Prot_Size(est)=29370.0
.,forsyth,gene,HP0931,993513,993950,hypothetical protein,437,16060,.,+,.,gene=HP0931;Putative_Id=hypothetical protein;Orf_Size=437;Prot_Size(est)=16060.0
.,forsyth,gene,HP0932,993869,994168,hypothetical protein,299,11000,.,+,.,gene=HP0932;Putative_Id=hypothetical protein;Orf_Size=299;Prot_Size(est)=11000.0
.,forsyth,gene,HP0933,994173,994772,hypothetical protein,599,22000,.,+,.,gene=HP0933;Putative_Id=hypothetical protein;Orf_Size=599;Prot_Size(est)=22000.0
.,forsyth,gene,HP0934,994778,995530,conserved hypothetical protein {Escherichia coli},752,27610,.,+,.,gene=HP0934;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=752;Prot_Size(est)=27610.0
.,forsyth,gene,HP0935,995544,996026,hypothetical protein,482,17710,.,+,.,gene=HP0935;Putative_Id=hypothetical protein;Orf_Size=482;Prot_Size(est)=17710.0
.,forsyth,gene,HP0936,996535,997701,proline/betaine transporter (proP) {Escherichia coli},1166,42790,.,-,.,gene=HP0936;Putative_Id=proline/betaine transporter (proP) {Escherichia coli};Orf_Size=1166;Prot_Size(est)=42790.0
.,forsyth,gene,HP0937,998326,999117,hypothetical protein,791,29040,.,-,.,gene=HP0937;Putative_Id=hypothetical protein;Orf_Size=791;Prot_Size(est)=29040.0
.,forsyth,gene,HP0938,999200,999544,hypothetical protein,344,12650,.,-,.,gene=HP0938;Putative_Id=hypothetical protein;Orf_Size=344;Prot_Size(est)=12650.0
.,forsyth,gene,HP0939,999610,1000320,"amino acid ABC transporter, permease protein (yckJ) {Bacillus subtilis}",710,26070,.,-,.,"gene=HP0939;Putative_Id=amino acid ABC transporter, permease protein (yckJ) {Bacillus subtilis};Orf_Size=710;Prot_Size(est)=26070.0"
.,forsyth,gene,HP0940,1000307,1001074,"amino acid ABC transporter, periplasmic binding protein (yckK) {Bacillus subtilis}",767,28160,.,-,.,"gene=HP0940;Putative_Id=amino acid ABC transporter, periplasmic binding protein (yckK) {Bacillus subtilis};Orf_Size=767;Prot_Size(est)=28160.0"
.,forsyth,gene,HP0941,1001145,1002275,"alanine racemase, biosynthetic (alr) {Escherichia coli}",1130,41470,.,-,.,"gene=HP0941;Putative_Id=alanine racemase, biosynthetic (alr) {Escherichia coli};Orf_Size=1130;Prot_Size(est)=41470.0"
.,forsyth,gene,HP0942,1002285,1003634,D-alanine glycine permease (dagA) {Haemophilus influenzae},1349,49500,.,-,.,gene=HP0942;Putative_Id=D-alanine glycine permease (dagA) {Haemophilus influenzae};Orf_Size=1349;Prot_Size(est)=49500.0
.,forsyth,gene,HP0943,1003678,1004907,D-amino acid dehydrogenase (dadA) {Escherichia coli},1229,45100,.,-,.,gene=HP0943;Putative_Id=D-amino acid dehydrogenase (dadA) {Escherichia coli};Orf_Size=1229;Prot_Size(est)=45100.0
.,forsyth,gene,HP0944,1004932,1005306,"translation initiation inhibitor, putative {Rattus sp.}",374,13750,.,-,.,"gene=HP0944;Putative_Id=translation initiation inhibitor, putative {Rattus sp.};Orf_Size=374;Prot_Size(est)=13750.0"
.,forsyth,gene,HP0945,1005789,1006082,hypothetical protein,293,10780,.,-,.,gene=HP0945;Putative_Id=hypothetical protein;Orf_Size=293;Prot_Size(est)=10780.0
.,forsyth,gene,HP0946,1006665,1008152,conserved hypothetical integral membrane protein {Haemophilus influenzae},1487,54560,.,+,.,gene=HP0946;Putative_Id=conserved hypothetical integral membrane protein {Haemophilus influenzae};Orf_Size=1487;Prot_Size(est)=54560.0
.,forsyth,gene,HP0947,1008470,1008829,hypothetical protein,359,13200,.,+,.,gene=HP0947;Putative_Id=hypothetical protein;Orf_Size=359;Prot_Size(est)=13200.0
.,forsyth,gene,HP0948,1009202,1010212,hypothetical protein,1010,37070,.,-,.,gene=HP0948;Putative_Id=hypothetical protein;Orf_Size=1010;Prot_Size(est)=37070.0
.,forsyth,gene,HP0949,1010225,1010674,conserved hypothetical secreted protein {Bacillus subtilis},449,16500,.,-,.,gene=HP0949;Putative_Id=conserved hypothetical secreted protein {Bacillus subtilis};Orf_Size=449;Prot_Size(est)=16500.0
.,forsyth,gene,HP0950,1010691,1011557,acetyl-CoA carboxylase beta subunit (accD) {Haemophilus influenzae},866,31790,.,-,.,gene=HP0950;Putative_Id=acetyl-CoA carboxylase beta subunit (accD) {Haemophilus influenzae};Orf_Size=866;Prot_Size(est)=31790.0
.,forsyth,gene,HP0951,1011635,1012249,hypothetical protein,614,22550,.,+,.,gene=HP0951;Putative_Id=hypothetical protein;Orf_Size=614;Prot_Size(est)=22550.0
.,forsyth,gene,HP0952,1012263,1012916,conserved hypothetical integral membrane protein {Thermotoga maritima},653,23980,.,+,.,gene=HP0952;Putative_Id=conserved hypothetical integral membrane protein {Thermotoga maritima};Orf_Size=653;Prot_Size(est)=23980.0
.,forsyth,gene,HP0953,1012925,1013488,hypothetical protein,563,20680,.,-,.,gene=HP0953;Putative_Id=hypothetical protein;Orf_Size=563;Prot_Size(est)=20680.0
.,forsyth,gene,HP0954,1013556,1014185,oxygen-insensitive NAD(P)H nitroreductase  {Haemophilus influenzae},629,23100,.,-,.,gene=HP0954;Putative_Id=oxygen-insensitive NAD(P)H nitroreductase  {Haemophilus influenzae};Orf_Size=629;Prot_Size(est)=23100.0
.,forsyth,gene,HP0955,1014185,1015036,prolipoprotein diacylglyceryl transferase (lgt) {Escherichia coli},851,31240,.,-,.,gene=HP0955;Putative_Id=prolipoprotein diacylglyceryl transferase (lgt) {Escherichia coli};Orf_Size=851;Prot_Size(est)=31240.0
.,forsyth,gene,HP0956,1015049,1015774,conserved hypothetical protein {Mycobacterium tuberculosis},725,26620,.,-,.,gene=HP0956;Putative_Id=conserved hypothetical protein {Mycobacterium tuberculosis};Orf_Size=725;Prot_Size(est)=26620.0
.,forsyth,gene,HP0957,1015789,1016967,3-deoxy-d-manno-octulosonic-acid transferase (kdtA) {Haemophilus influenzae},1178,43230,.,-,.,gene=HP0957;Putative_Id=3-deoxy-d-manno-octulosonic-acid transferase (kdtA) {Haemophilus influenzae};Orf_Size=1178;Prot_Size(est)=43230.0
.,forsyth,gene,HP0958,1016971,1017732,hypothetical protein,761,27940,.,-,.,gene=HP0958;Putative_Id=hypothetical protein;Orf_Size=761;Prot_Size(est)=27940.0
.,forsyth,gene,HP0959,1017745,1018473,conserved hypothetical protein {Methanococcus jannaschii},728,26730,.,-,.,gene=HP0959;Putative_Id=conserved hypothetical protein {Methanococcus jannaschii};Orf_Size=728;Prot_Size(est)=26730.0
.,forsyth,gene,HP0960,1018463,1019371,"glycyl-tRNA synthetase, alpha subunit (glyQ) {Haemophilus influenzae}",908,33330,.,-,.,"gene=HP0960;Putative_Id=glycyl-tRNA synthetase, alpha subunit (glyQ) {Haemophilus influenzae};Orf_Size=908;Prot_Size(est)=33330.0"
.,forsyth,gene,HP0961,1019388,1020323,glycerol-3-phosphate dehydrogenase (NAD(P)+) {Bacillus subtilus},935,34320,.,-,.,gene=HP0961;Putative_Id=glycerol-3-phosphate dehydrogenase (NAD(P)+) {Bacillus subtilus};Orf_Size=935;Prot_Size(est)=34320.0
.,forsyth,gene,HP0962,1020458,1020916,acyl carrier protein (acpP) {Haemophilus influenzae},458,16830,.,-,.,gene=HP0962;Putative_Id=acyl carrier protein (acpP) {Haemophilus influenzae};Orf_Size=458;Prot_Size(est)=16830.0
.,forsyth,gene,HP0963,1020912,1022252,hypothetical protein,1340,49170,.,-,.,gene=HP0963;Putative_Id=hypothetical protein;Orf_Size=1340;Prot_Size(est)=49170.0
.,forsyth,gene,HP0964,1022252,1023340,hypothetical protein,1088,39930,.,-,.,gene=HP0964;Putative_Id=hypothetical protein;Orf_Size=1088;Prot_Size(est)=39930.0
.,forsyth,gene,HP0965,1023253,1024581,hypothetical protein,1328,48730,.,-,.,gene=HP0965;Putative_Id=hypothetical protein;Orf_Size=1328;Prot_Size(est)=48730.0
.,forsyth,gene,HP0966,1024581,1026227,conserved hypothetical protein {Thermophilic bacterial sp. isolate Rt8.B4},1646,60390,.,-,.,gene=HP0966;Putative_Id=conserved hypothetical protein {Thermophilic bacterial sp. isolate Rt8.B4};Orf_Size=1646;Prot_Size(est)=60390.0
.,forsyth,gene,HP0967,1026451,1026735,virulence associated protein D (vapD) {Haemophilus influenzae},284,10450,.,-,.,gene=HP0967;Putative_Id=virulence associated protein D (vapD) {Haemophilus influenzae};Orf_Size=284;Prot_Size(est)=10450.0
.,forsyth,gene,HP0968,1027024,1027086,hypothetical protein,62,2310,.,-,.,gene=HP0968;Putative_Id=hypothetical protein;Orf_Size=62;Prot_Size(est)=2310.0
